Airline_Name,Airline_ID,Aircraft_Model,Flight_Type,Source_Airport_Name,Source_Airport_Code,Destination_Airport_Name,Destination_Airport_Code,Airport_region_code,Departure Date,Scheduled_Depature,Actual_Depature,Scheduled_Arrival,Actual_Arrival,Arrival_Date,FREQUENCY,Travel_Time,Accuracy,Validity,Completeness,,,,
Ethihad,UA789,Boeing 747,International,,RTN,Vermilion Airport,YVG,US-NA,5/17/2022,5:22 AM,6:52 AM,9:43 AM,11:54 AM,5/17/2022,biweekly,5:01,ACCURATE,VALID,COMPLETE,,,,
Emirates,SY808,Airbus A380,International,,SOF,Moengo Airstrip,MOJ,BG-EU,4/4/2022,1:12 AM,3:47 AM,6:58 AM,8:49 AM,4/4/2022,weekly,5:01,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,WN101,Airbus A330,Domestic,Dadu West Airport,DDU,West Sale Airport,SXE,PK-AS,6/26/2022,12:27 PM,1:38 PM,6:02 PM,6:43 PM,6/26/2022,monthly,5:04,ACCURATE,VALID,COMPLETE,,,,
Vistara,UA789,Airbus A380,International,Naracoorte Airport,NAC,Khartoum International Airport,KRT,AU-OC,11/10/2022,7:09 AM,8:33 AM,12:56 PM,1:37 PM,11/10/2022,monthly,5:04,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AA123,Boeing 777,Domestic,,VKT,Plínio Alarcom Airport,TJL,RU-,7/16/2022,12:47 PM,3:16 PM,6:18 PM,8:22 PM,7/16/2022,weekly,5:05,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AS303,Boeing 737,International,Hosea Kutako International Airport,WDH,,NUI,NA-AF,8/16/2022,10:13 AM,10:26 AM,12:44 PM,3:32 PM,8/16/2022,monthly,5:06,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,G4606,Airbus A350,INT,Poprad-Tatry Airport,TAT,Gansner Field,GNF,SK-EU,2/22/2022,8:44 AM,11:25 AM,4:12 PM,4:35 PM,2/22/2022,daily,5:09,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,NK404,Boeing 787,International,Pamplona Airport,PNA,Stykkishólmur Airport,SYK,ES-EU,8/30/2022,6:20 AM,8:40 AM,11:31 AM,1:49 PM,8/30/2022,daily,5:09,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,G4606,Airbus A330,International,Alta Airport,ALF,Bao'anying Airport,PZI,NO-EU,4/5/2022,9:00 AM,10:05 AM,1:05 PM,3:17 PM,4/5/2022,daily,5:12,ACCURATE,VALID,COMPLETE,,,,
Qantas,AA123,Airbus A380,Domestic,St. Mary's County Regional Airport,LTW,São Joaquim da Barra Airport,0,US-,1/12/2022,4:15 PM,6:45 PM,9:47 PM,12:00 AM,1/12/2022,daily,5:14,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Boeing 787,International,Vance W. Amory International Airport,NEV,Rimouski Airport,YXK,KN-,10/30/2022,6:56 PM,7:24 PM,11:42 PM,12:40 AM,10/30/2022,weekly,5:16,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,HA707,Boeing 747,INT,Spirit Lake Municipal Airport,RTL,La Fria Airport,LFR,US-NA,1/27/2022,1:39 AM,2:19 AM,5:40 AM,7:36 AM,1/27/2022,daily,5:16,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,B6202,Boeing 747,DOM,Murod Kond Airport,LTU,Ramon Airport,ETM,IN-AS,6/2/2022,6:13 AM,6:24 AM,9:35 AM,11:45 AM,6/2/2022,weekly,5:20,ACCURATE,VALID,COMPLETE,,,,
Emirates,HA707,Airbus A380,Domestic,Bokpyinn Airport,VBP,Auburn University Regional Airport,AUO,MM-AS,1/10/2022,5:08 AM,7:55 AM,12:22 PM,1:17 PM,1/10/2022,weekly,5:22,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,F9505,Airbus A330,INT,Proma Heliport,PRM,Quartz Hill Airport,RZH,CO-SA,9/26/2022,12:05 AM,2:44 AM,7:53 AM,8:08 AM,9/26/2022,biweekly,5:24,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,SY808,Airbus A330,INT,Humacao Airport,HUC,Mal Airport,MMV,PR-NA,1/1/2022,3:47 AM,5:38 AM,10:26 AM,11:05 AM,1/1/2022,biweekly,5:27,ACCURATE,VALID,COMPLETE,,,,
Vistara,DL456,Airbus A350,Domestic,Hodeidah International Airport,,,EKS,YE-AS,9/30/2022,9:15 AM,11:57 AM,5:08 PM,5:24 PM,9/30/2022,biweekly,5:27,ACCURATE,VALID,COMPLETE,,,,
Ethihad,UA789,Airbus A330,DOM,Flughafen München-Riem,MUC,Gjoa Haven Airport,YHK,,5/2/2022,6:39 AM,8:43 AM,12:33 PM,2:11 PM,5/2/2022,biweekly,5:28,ACCURATE,VALID,COMPLETE,,,,
Qantas,G4606,Boeing 787,International,Laconia Municipal Airport,LCI,Gyumri Shirak Airport,LWN,US-NA,1/1/2022,9:12 AM,10:46 AM,2:10 PM,4:16 PM,1/1/2022,daily,5:30,ACCURATE,VALID,COMPLETE,,,,
Qantas,G4606,Airbus A320,International,Aswan International Airport,ASW,Itabuna Airport,ITN,EG-AF,4/6/2022,8:06 PM,8:15 PM,11:07 PM,1:49 AM,4/6/2022,weekly,5:33,ACCURATE,VALID,COMPLETE,,,,
Vistara,WN101,Airbus A350,INT,,KOL,Lemwerder Airport,XLW,CF-,4/26/2022,5:27 PM,6:57 PM,11:20 PM,12:31 AM,4/26/2022,biweekly,5:33,ACCURATE,VALID,COMPLETE,,,,
Vistara,B6202,Boeing 777,International,Williams Lake Airport,YWL,Gordil Airport,GDI,CA-NA,12/6/2022,5:58 AM,8:54 AM,1:02 PM,2:31 PM,12/6/2022,daily,5:37,ACCURATE,VALID,COMPLETE,,,,
Ethihad,AA123,Boeing 787,INT,Centerville Municipal Airport,GHM,Old Crow Airport,YOC,US-NA,11/3/2022,7:06 AM,9:46 AM,2:38 PM,3:23 PM,11/3/2022,monthly,5:37,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AA123,Airbus A320,INT,,BOE,Tidjikja Airport,TIY,,1/4/2022,5:32 AM,6:40 AM,10:41 AM,12:18 PM,1/4/2022,monthly,5:38,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,DL456,Airbus A320,International,Kansas City International Airport,MCI,Taean Airport,QDY,US-NA,4/17/2022,3:16 AM,5:59 AM,11:25 AM,11:43 AM,4/17/2022,monthly,5:44,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,NK404,Boeing 747,International,Nogliki Airport,NGK,,CHA,RU-EU,9/29/2022,5:44 PM,7:35 PM,10:30 PM,1:21 AM,9/29/2022,biweekly,5:46,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,HA707,Boeing 747,International,Copenhagen Kastrup Airport,CPH,Ibiza Airport,IBZ,DK-EU,10/14/2022,7:36 AM,8:00 AM,1:25 PM,1:50 PM,10/14/2022,bimonthly,5:50,ACCURATE,VALID,COMPLETE,,,,
Emirates,AS303,Airbus A330,DOM,Paphos International Airport,PFO,Lubumbashi International Airport,,CY-AS,6/9/2022,1:44 AM,2:25 AM,6:06 AM,8:18 AM,6/9/2022,biweekly,5:53,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,NK404,Airbus A320,INT,Nachingwea Airport,NCH,,BAE,TZ-AF,12/23/2022,4:59 AM,5:43 AM,9:17 AM,11:37 AM,12/23/2022,daily,5:54,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,NK404,Boeing 787,International,Stockholm-Arlanda Airport,ARN,Sege Airport,EGM,SE-EU,10/10/2022,12:26 PM,1:13 PM,6:48 PM,7:10 PM,10/10/2022,monthly,5:56,ACCURATE,VALID,COMPLETE,,,,
Qantas,DL456,Airbus A350,International,Sary-Arka Airport,KGF,,YPR,KZ-AS,7/20/2022,2:08 PM,2:25 PM,7:59 PM,8:23 PM,7/20/2022,bimonthly,5:57,ACCURATE,VALID,COMPLETE,,,,
Emirates,HA707,Boeing 787,International,Tekadu Airport,TKB,Interlaken Air Base,,PG-OC,7/29/2022,12:37 AM,1:29 AM,6:45 AM,7:26 AM,7/29/2022,daily,5:57,ACCURATE,VALID,COMPLETE,,,,
Air_France,B6202,Airbus A320,International,Tinson Pen Airport,KTP,Banning Municipal Airport,BNG,JM-NA,6/4/2022,10:08 AM,11:50 AM,3:33 PM,5:49 PM,6/4/2022,daily,5:58,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,SY808,Boeing 737,Domestic,Attu Heliport,QGQ,Capitan FAP Carlos Martinez De Pinillos International Airport,,GL-NA,2/5/2022,7:26 AM,9:35 AM,1:37 PM,3:35 PM,2/5/2022,bimonthly,5:59,ACCURATE,VALID,COMPLETE,,,,
Qantas,AA123,Boeing 747,International,Abau Airport,ABW,Matsuyama Airport,,PG-OC,9/10/2022,1:39 PM,4:36 PM,7:52 PM,10:36 PM,9/10/2022,monthly,6:00,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,NK404,Airbus A330,International,,SLR,Mildura Airport,MQL,US-NA,11/30/2022,6:51 AM,7:39 AM,11:35 AM,1:39 PM,11/30/2022,biweekly,6:00,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,UA789,Boeing 747,International,Romeu Zema Airport,AAX,Cooch Behar Airport,COH,BR-SA,12/27/2022,9:30 AM,10:36 AM,3:22 PM,4:38 PM,12/27/2022,daily,6:01,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Airbus A380,Domestic,Koulamoutou Mabimbi Airport,KOU,Coalinga Airport,CLG,GA-AF,12/21/2022,8:29 AM,9:58 AM,2:48 PM,4:01 PM,12/21/2022,daily,6:03,ACCURATE,VALID,COMPLETE,,,,
Qantas,SY808,Airbus A380,DOM,,DSO,Tchibanga Airport,TCH,KP-AS,10/19/2022,2:55 AM,5:06 AM,10:57 AM,11:10 AM,10/19/2022,biweekly,6:03,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,F9505,Airbus A350,INT,Vatomandry Airport,VAT,Danbury Municipal Airport,DXR,MG-AF,1/19/2022,12:27 PM,2:24 PM,5:47 PM,8:29 PM,1/19/2022,daily,6:04,ACCURATE,VALID,COMPLETE,,,,
Emirates,B6202,Airbus A350,Domestic,Uray Airport,URJ,Port Heiden Airport,PTH,RU-AS,8/9/2022,7:54 AM,10:39 AM,3:45 PM,4:44 PM,8/9/2022,biweekly,6:04,ACCURATE,VALID,COMPLETE,,,,
Qantas,NK404,Boeing 777,Domestic,Wollongong Airport,WOL,,AEG,AU-OC,1/31/2022,1:42 AM,2:02 AM,6:57 AM,8:09 AM,1/31/2022,weekly,6:07,ACCURATE,VALID,COMPLETE,,,,
Qantas,SY808,Boeing 787,International,Kearney Regional Airport,EAR,Les Bases Airport,GBJ,US-NA,12/13/2022,5:16 PM,7:29 PM,11:08 PM,1:38 AM,12/13/2022,bimonthly,6:08,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,SY808,Boeing 777,Domestic,Campbell River Airport,YBL,Ulaangom Airport,ULO,CA-,8/11/2022,4:53 AM,6:50 AM,12:39 PM,12:59 PM,8/11/2022,biweekly,6:09,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,SY808,Airbus A350,Domestic,Bagani Airport,BQI,,AYR,NA-AF,4/11/2022,10:21 AM,11:35 AM,5:11 PM,5:48 PM,4/11/2022,daily,6:12,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,WN101,Boeing 777,International,Fair Isle Airport,FIE,Lanai Airport,LNY,GB-EU,1/17/2022,3:46 AM,6:35 AM,12:36 PM,12:48 PM,1/17/2022,biweekly,6:12,ACCURATE,VALID,COMPLETE,,,,
Emirates,HA707,Airbus A350,International,Mahlon Sweet Field,EUG,Toulon-Hyères Airport,TLN,US-NA,10/20/2022,3:51 AM,6:04 AM,10:54 AM,12:18 PM,10/20/2022,weekly,6:14,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,SY808,Airbus A330,Domestic,Mvuu Camp Airport,VUU,,HUG,MW-AF,11/23/2022,1:59 PM,3:01 PM,7:36 PM,9:17 PM,11/23/2022,bimonthly,6:16,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,UA789,Boeing 787,International,Rafaï Airport,RFA,Chileka International Airport,BLZ,CF-AF,10/16/2022,5:30 AM,7:05 AM,11:06 AM,1:25 PM,10/16/2022,biweekly,6:20,ACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Airbus A320,Domestic,Longjia Airport,CGQ,Jaime Gonzalez Airport,CFG,CN-AS,7/9/2022,6:06 AM,8:50 AM,12:36 PM,3:13 PM,7/9/2022,daily,6:22,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,F9505,Airbus A350,INT,Heho Airport,HEH,Glenormiston Airport,GLM,MM-,2/24/2022,6:28 PM,6:40 PM,10:46 PM,1:07 AM,2/24/2022,daily,6:26,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,AA123,Airbus A380,International,Tara Airport,XTR,Diego Garcia Naval Support Facility,NKW,AU-OC,12/15/2022,6:10 AM,9:05 AM,3:10 PM,3:32 PM,12/15/2022,biweekly,6:26,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,WN101,Airbus A350,DOM,Moultrie Municipal Airport,MGR,Pierrefonds Airport,ZSE,US-NA,6/25/2022,12:51 AM,1:18 AM,5:03 AM,7:46 AM,6/25/2022,monthly,6:27,ACCURATE,VALID,COMPLETE,,,,
Air_France,HA707,Boeing 787,Domestic,Porto Seguro Airport,BPS,Swift Current Airport,YYN,,5/22/2022,12:03 PM,2:03 PM,6:20 PM,8:31 PM,5/22/2022,daily,6:28,ACCURATE,VALID,COMPLETE,,,,
Ethihad,G4606,Boeing 747,International,Wotje Atoll Airport,WTE,Levuka Airfield,LEV,MH-OC,12/5/2022,3:31 PM,4:27 PM,10:10 PM,10:56 PM,12/5/2022,monthly,6:28,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,B6202,Boeing 777,International,Ainsworth Regional Airport,ANW,Medina Airport,MND,,1/4/2022,1:48 AM,3:05 AM,8:39 AM,9:35 AM,1/4/2022,biweekly,6:30,ACCURATE,VALID,COMPLETE,,,,
Ethihad,UA789,Airbus A330,Domestic,João Simões Lopes Neto International Airport,PET,Quatro de Fevereiro Airport,LAD,,7/10/2022,5:08 AM,7:28 AM,1:50 PM,1:58 PM,7/10/2022,daily,6:30,ACCURATE,VALID,COMPLETE,,,,
Qantas,AA123,Airbus A380,International,Austin Robert Mueller Municipal,AUS,Portland Airport,PTJ,US-NA,7/27/2022,9:41 AM,10:25 AM,3:17 PM,5:02 PM,7/27/2022,weekly,6:37,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,NK404,Airbus A330,International,Umiujaq Airport,YUD,San José De Chiquitos Airport,SJS,CA-NA,5/11/2022,9:22 AM,9:52 AM,3:09 PM,4:32 PM,5/11/2022,monthly,6:40,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,WN101,Boeing 777,INT,Greenlee County Airport,,Angelina County Airport,LFK,US-,11/18/2022,4:27 PM,5:01 PM,10:24 PM,11:45 PM,11/18/2022,daily,6:44,ACCURATE,VALID,COMPLETE,,,,
Vistara,SY808,Airbus A380,International,,KAZ,A L Mangham Jr. Regional Airport,OCH,ID-AS,2/21/2022,6:30 AM,9:08 AM,1:45 PM,3:53 PM,2/21/2022,daily,6:44,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,B6202,Airbus A320,International,Menominee Regional Airport,MNM,Ngorangora Airport,IRA,US-NA,4/4/2022,5:06 AM,6:55 AM,12:07 PM,1:41 PM,4/4/2022,weekly,6:46,ACCURATE,VALID,COMPLETE,,,,
Ethihad,AA123,Boeing 777,INT,Okha Airport,OHH,Elk City Regional Business Airport,ELK,,1/3/2022,4:22 AM,5:01 AM,11:26 AM,11:48 AM,1/3/2022,bimonthly,6:47,ACCURATE,VALID,COMPLETE,,,,
Qantas,HA707,Airbus A330,INT,Sege Airport,EGM,Fuzhou Changle International Airport,FOC,SB-OC,12/21/2022,6:46 AM,6:52 AM,11:31 AM,1:40 PM,12/21/2022,weekly,6:48,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,HA707,Airbus A320,Domestic,Ramechhap Airport,RHP,Lifuka Island Airport,HPA,NP-AS,1/19/2022,9:33 AM,9:35 AM,3:35 PM,4:24 PM,1/19/2022,daily,6:48,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,DL456,Boeing 747,Domestic,Beech Factory Airport,BEC,Lokichoggio Airport,LKG,US-NA,5/14/2022,9:50 AM,11:53 AM,4:19 PM,6:42 PM,5/14/2022,weekly,6:48,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,AA123,Airbus A380,International,Benin Airport,BNI,,NDB,NG-AF,8/22/2022,8:20 AM,10:33 AM,4:45 PM,5:24 PM,8/22/2022,daily,6:50,ACCURATE,VALID,COMPLETE,,,,
Emirates,WN101,Airbus A380,International,Bairnsdale Airport,BSJ,Whyalla Airport,WYA,AU-OC,7/22/2022,7:14 AM,8:17 AM,12:16 PM,3:08 PM,7/22/2022,biweekly,6:51,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,B6202,Boeing 747,DOM,,MOH,Bouaké Airport,BYK,ID-AS,9/17/2022,11:40 AM,12:35 PM,4:39 PM,7:28 PM,9/17/2022,monthly,6:52,ACCURATE,VALID,COMPLETE,,,,
Air_France,UA789,Boeing 777,International,Nioro du Sahel Airport,NIX,Anvik Airport,ANV,ML-AF,9/25/2022,6:37 AM,8:07 AM,12:40 PM,3:00 PM,9/25/2022,monthly,6:52,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,AA123,Airbus A320,INT,Milyakburra Airport,BCZ,Tanjung Harapan Airport,TJS,AU-OC,9/26/2022,11:42 AM,1:19 PM,6:15 PM,8:11 PM,9/26/2022,daily,6:52,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,G4606,Boeing 787,International,Luang Phabang International Airport,LPQ,Altay Air Base,AAT,LA-AS,1/22/2022,11:15 AM,12:59 PM,5:13 PM,7:56 PM,1/22/2022,daily,6:56,ACCURATE,VALID,COMPLETE,,,,
Air_France,HA707,Boeing 737,International,Papa Stour Airport,PSV,Quirindi Airport,UIR,GB-EU,3/17/2022,4:07 PM,4:41 PM,10:24 PM,11:39 PM,3/17/2022,daily,6:58,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,AS303,Airbus A320,INT,Lunyuk Airport,LYK,Sultan Mahmud Airport,TGG,ID-AS,3/9/2022,12:39 PM,3:21 PM,8:05 PM,10:21 PM,3/9/2022,bimonthly,6:59,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,B6202,Boeing 787,INT,Chiang Rai International Airport,CEI,,UEO,TH-AS,7/18/2022,8:53 AM,8:59 AM,2:21 PM,4:00 PM,7/18/2022,daily,7:00,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,UA789,Boeing 777,INT,Røros Airport,RRS,Fletcher Field,,NO-EU,7/2/2022,12:05 PM,12:35 PM,7:22 PM,7:41 PM,7/2/2022,bimonthly,7:06,ACCURATE,VALID,COMPLETE,,,,
Vistara,SY808,Boeing 777,INT,Flamingo International Airport,BON,Friday Harbor Seaplane Base,FBS,BQ-NA,1/13/2022,3:16 AM,4:27 AM,9:53 AM,11:35 AM,1/13/2022,bimonthly,7:08,ACCURATE,VALID,COMPLETE,,,,
Emirates,WN101,Airbus A320,DOM,Sherman Army Air Field,FLV,Rovaniemi Airport,,US-NA,12/24/2022,1:05 AM,2:12 AM,7:36 AM,9:23 AM,12/24/2022,bimonthly,7:11,ACCURATE,VALID,COMPLETE,,,,
Vistara,UA789,Airbus A320,International,Iqaluit Airport,YFB,Vitória da Conquista Airport,VDC,CA-NA,11/29/2022,3:45 PM,4:41 PM,10:21 PM,11:56 PM,11/29/2022,biweekly,7:14,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,AA123,Boeing 747,INT,Ketapang(Rahadi Usman) Airport,KTG,Marble Bar Airport,MBB,ID-AS,7/16/2022,3:54 AM,5:41 AM,11:14 AM,12:55 PM,7/16/2022,daily,7:14,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,SY808,Airbus A330,International,Clifton Hills Airport,CFH,Havre City County Airport,HVR,AU-OC,10/25/2022,10:31 AM,10:38 AM,4:43 PM,5:54 PM,10/25/2022,weekly,7:15,ACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,NK404,Boeing 737,International,Dr. Luis Maria Argaña International Airport,ESG,Don Miguel Hidalgo Y Costilla International Airport,GDL,PY-SA,10/19/2022,6:07 AM,6:13 AM,12:45 PM,1:30 PM,10/19/2022,monthly,7:16,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,HA707,Boeing 777,Domestic,Fort Sumner Municipal Airport,FSU,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,YSI,US-NA,8/4/2022,2:14 PM,4:47 PM,11:48 PM,12:03 AM,8/4/2022,daily,7:16,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,WN101,Airbus A380,Domestic,Roanoke–Blacksburg Regional Airport,ROA,Londolovit Airport,LNV,US-NA,8/8/2022,3:30 AM,5:58 AM,12:02 PM,1:18 PM,8/8/2022,daily,7:20,ACCURATE,VALID,COMPLETE,,,,
Ethihad,B6202,Boeing 737,INT,Gebe Airport,,Silangit Airport,DTB,ID-AS,8/13/2022,1:49 PM,3:22 PM,8:25 PM,10:45 PM,8/13/2022,bimonthly,7:22,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,HA707,Airbus A320,International,,GHK,,SOW,PS-AS,7/1/2022,11:32 AM,1:46 PM,6:51 PM,9:16 PM,7/1/2022,weekly,7:29,ACCURATE,VALID,COMPLETE,,,,
Qantas,B6202,Airbus A320,Domestic,Tampa North Aero Park Airport,KYO,Wright-Patterson Air Force Base,FFO,US-NA,3/9/2022,5:36 AM,6:09 AM,11:18 AM,1:41 PM,3/9/2022,biweekly,7:32,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,WN101,Airbus A330,International,Town Airstrip,CYD,Wollongong Airport,WOL,BZ-NA,2/26/2022,1:18 PM,2:45 PM,8:06 PM,10:24 PM,2/26/2022,daily,7:38,ACCURATE,VALID,COMPLETE,,,,
United_Airlines,UA789,Boeing 737,International,Sulphur Springs Municipal Airport,SLR,Kumasi Airport,KMS,US-NA,7/23/2022,12:58 AM,1:54 AM,6:51 AM,9:33 AM,7/23/2022,monthly,7:39,ACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,SY808,Airbus A320,Domestic,Batman Airport,BAL,Viru Harbour Airstrip,VIU,TR-AS,12/30/2022,5:14 AM,7:53 AM,1:23 PM,3:33 PM,12/30/2022,bimonthly,7:39,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,NK404,Boeing 787,International,,HUX,,CHX,MX-NA,1/8/2022,10:33 AM,10:51 AM,4:53 PM,6:33 PM,1/8/2022,bimonthly,7:41,ACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Boeing 737,DOM,,AHJ,Hancock County-Bar Harbor Airport,BHB,CN-AS,2/13/2022,8:31 AM,11:02 AM,3:57 PM,6:44 PM,2/13/2022,weekly,7:41,ACCURATE,VALID,COMPLETE,,,,
Ethihad,B6202,Boeing 747,Domestic,Kuujjuaq Airport,YVP,,DBU,CA-NA,8/17/2022,5:35 PM,6:06 PM,11:10 PM,1:49 AM,8/17/2022,weekly,7:42,ACCURATE,VALID,COMPLETE,,,,
Ethihad,DL456,Boeing 777,INT,Conklin (Leismer) Airport,CFM,Chernofski Harbor Seaplane Base,KCN,CA-NA,8/16/2022,5:45 AM,8:14 AM,2:18 PM,3:57 PM,8/16/2022,weekly,7:42,ACCURATE,VALID,COMPLETE,,,,
Ethihad,HA707,Boeing 747,INT,Lefkoniko Airport,GEC,Sebba Airport,,CY-AS,7/27/2022,8:40 AM,10:22 AM,4:26 PM,6:06 PM,7/27/2022,weekly,7:43,ACCURATE,VALID,COMPLETE,,,,
Vistara,WN101,Boeing 737,International,Bedwell Harbour Seaplane Base,YBW,Mchauru Airport,GIT,CA-NA,7/3/2022,1:27 PM,1:31 PM,8:14 PM,9:17 PM,7/3/2022,daily,7:46,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,G4606,Airbus A320,International,Barking Sands Airport,BKH,Stokmarknes Skagen Airport,SKN,US-NA,2/21/2022,1:09 AM,2:57 AM,9:18 AM,10:45 AM,2/21/2022,biweekly,7:47,ACCURATE,VALID,COMPLETE,,,,
Air_France,NK404,Boeing 737,INT,Minangkabau International Airport,,Del Bajío International Airport,BJX,ID-AS,10/17/2022,3:26 AM,4:10 AM,9:14 AM,12:02 PM,10/17/2022,monthly,7:52,ACCURATE,VALID,COMPLETE,,,,
Vistara,AS303,Airbus A320,International,Blackbushe Airport,BBS,,PEX,GB-EU,6/21/2022,9:47 AM,10:00 AM,5:46 PM,5:53 PM,6/21/2022,daily,7:52,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,G4606,Airbus A350,Domestic,Kharkiv International Airport,HRK,Fergus Falls Municipal Airport - Einar Mickelson Field,FFM,UA-EU,5/31/2022,1:41 AM,1:41 AM,7:15 AM,9:33 AM,5/31/2022,weekly,7:52,ACCURATE,VALID,COMPLETE,,,,
Emirates,DL456,Airbus A350,DOM,Sabetta International Airport,SBT,Jardines Del Rey Airport,CCC,RU-EU,5/21/2022,3:10 AM,3:13 AM,10:34 AM,11:05 AM,5/21/2022,monthly,7:52,ACCURATE,VALID,COMPLETE,,,,
Air_France,AS303,Boeing 737,Domestic,Codrington Airport,BBQ,,HCW,,4/1/2022,1:31 PM,1:54 PM,8:37 PM,9:50 PM,4/1/2022,daily,7:56,ACCURATE,VALID,COMPLETE,,,,
Ethihad,AA123,Boeing 747,International,,LTI,Yaviza Airport,PYV,MN-AS,9/21/2022,4:37 AM,7:23 AM,1:17 PM,3:19 PM,9/21/2022,bimonthly,7:56,ACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,B6202,Airbus A330,International,Austin Airport,ASQ,Trat Airport,TDX,US-,6/15/2022,3:12 AM,4:02 AM,10:00 AM,12:02 PM,6/15/2022,weekly,7:59,ACCURATE,VALID,COMPLETE,,,,
Vistara,G4606,Boeing 777,Domestic,Saint-Nazaire-Montoir Airport,SNR,Mocopulli Airport,MHC,FR-EU,3/30/2022,3:07 PM,4:41 PM,11:44 PM,12:41 AM,3/30/2022,weekly,8:00,ACCURATE,VALID,COMPLETE,,,,
Lufthansa,B6202,Boeing 737,Domestic,Skövde Airport,KVB,Marigot Seaplane Base,MSB,,10/27/2022,11:29 AM,1:57 PM,7:15 PM,10:04 PM,10/27/2022,biweekly,8:06,ACCURATE,VALID,COMPLETE,,,,
Ethihad,G4606,Airbus A320,Domestic,Paso Robles Municipal Airport,PRB,Ocean County Airport,MJX,US-NA,9/9/2022,8:35 AM,11:06 AM,4:17 PM,7:14 PM,9/9/2022,daily,8:07,ACCURATE,VALID,COMPLETE,,,,
Vistara,UA789,Airbus A380,Domestic,Brevig Mission Airport,KTS,New Century Aircenter Airport,JCI,US-NA,7/15/2022,11:18 AM,1:29 PM,7:39 PM,9:37 PM,7/15/2022,weekly,8:08,ACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,UA789,Boeing 737,DOM,Wittman Regional Airport,OSH,Puerto Escondido International Airport,PXM,US-NA,12/19/2022,1:23 PM,4:00 PM,9:15 PM,12:09 AM,12/19/2022,monthly,8:08,ACCURATE,VALID,COMPLETE,,,,
